molregno,canonical_smiles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAliphaticCarbocycles,NOCount,NumSaturatedRings,NumAromaticCarbocycles,NHOHCount,RingCount,NumRotatableBonds,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumHeteroatoms,NumAliphaticRings,FractionCSP3,HeavyAtomCount,NumAromaticRings,NumHAcceptors,NumHDonors
1480730,CC(C)C[C@@H]1N(C[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2OCc4ccccc4)C(=O)N(C1=O)c5cccc(c5)C(=O)C,3,3,0,9,3,2,0,5,9,0,0,9,3,0.50000,39,2,7,0
1480731,CCCCc1ccc(cc1)N2C(=O)C[C@@H]([C@H]3O[C@@H]4OC(C)(C)O[C@@H]4[C@H]3OC)N(C2=O)c5occc5,3,3,0,9,3,1,0,5,7,1,0,9,3,0.53846,35,2,7,0
1480732,COc1ccc(CN2[C@@H](CC(=O)N(C2=O)c3ccc(cc3)C(=O)C)[C@H]4O[C@@H]5OC(C)(C)O[C@@H]5[C@H]4OCc6ccccc6)cc1,3,3,0,10,3,3,0,6,9,0,0,10,3,0.38235,44,3,8,0
1480737,CO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@@H]3CC(=O)N(C(=O)N3c4occc4)c5cccc(c5)C(=O)C,3,3,0,10,3,1,0,5,5,1,0,10,3,0.45833,34,2,8,0
1480739,CO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@@H]3CC(=O)N(C(=O)N3Cc4ccccc4O)c5cccc(c5)C(=O)C,3,3,0,10,3,2,1,5,6,0,0,10,3,0.44444,37,2,8,1
1480740,CO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@@H]3CC(=O)N(Cc4ccccc4)C(=O)N3Cc5ccccc5O,3,3,0,9,3,2,1,5,6,0,0,9,3,0.46154,35,2,7,1
1480741,CO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@@H]3CC(=O)N(C(=O)N3Cc4ccccc4O)c5ccc(C)c(Cl)c5,3,3,0,9,3,2,1,5,5,0,0,10,3,0.46154,36,2,7,1
1480742,CO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@@H]3CC(=O)N(C(=O)N3Cc4ccccc4O)c5ccc(cc5)C#N,3,3,0,10,3,2,1,5,5,0,0,10,3,0.42308,36,2,8,1
1480743,CC1(C)O[C@H]2O[C@H]([C@@H]3CC(=O)N(C(=O)N3)c4ccc(Cl)cc4)[C@H](OCc5ccccc5)[C@H]2O1,3,3,0,8,3,2,1,5,5,0,0,9,3,0.41667,33,2,6,1
1480744,CO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@@H]3CC(=O)N(C(=O)N3)c4ccc(Cl)cc4,3,3,0,8,3,1,1,4,3,0,0,9,3,0.55556,27,1,6,1
1480745,CC(=O)c1ccc(cc1)N2C(=O)C[C@H](NC2=O)[C@H]3O[C@@H]4OC(C)(C)O[C@@H]4[C@H]3OCc5ccccc5,3,3,0,9,3,2,1,5,6,0,0,9,3,0.42308,35,2,7,1
1480746,CCCCCCCCCCCCCCCCNC(CC(=O)NO)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc3ccccc3,2,2,0,8,2,1,3,3,22,0,0,8,2,0.78788,41,1,7,3
1480747,CC1(C)O[C@H]2O[C@H](C(CC(=O)NO)N3CCCCC3)[C@H](OCc4ccccc4)[C@H]2O1,3,3,0,8,3,1,2,4,7,0,0,8,3,0.68182,30,1,7,2
1480748,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)N3CCC[C@H]3C(=O)OCC4c5ccccc5c6ccccc46,3,3,1,9,3,2,0,6,9,0,0,9,4,0.56250,41,2,9,0
1480749,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)N3CCC[C@H]3C(=O)O,3,3,0,9,3,0,1,3,7,0,0,9,3,0.88889,27,0,8,1
1480809,Clc1ccc(CN(Cc2cccc(c2)C3=CC(=O)c4ccccc4O3)C(=O)\C=C\c5ccccc5)cc1,0,0,0,4,0,4,0,5,7,1,0,5,0,0.06250,37,5,3,0
1480750,CCOC(=O)CC(N[C@@H](C(C)C)C(=O)O)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC,2,2,0,9,2,0,2,2,9,0,0,9,2,0.88889,27,0,8,2
1480751,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)N(Cc3ccccc3O)C(=O)Nc4cccc(c4)C(=O)C,2,2,0,11,2,2,2,4,10,0,0,11,2,0.48276,40,2,9,2
1480752,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)N(Cc3ccccc3O)C(=O)NCc4ccccc4,2,2,0,10,2,2,2,4,10,0,0,10,2,0.50000,38,2,8,2
1480753,CCOC(=O)CC(NC(=O)Nc1ccccc1)[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2OCc4ccccc4,2,2,0,9,2,2,2,4,9,0,0,9,2,0.46154,35,2,7,2
1480754,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc3ccccc3)N(Cc4ccccc4)C(=O)NCc5ccccc5,2,2,0,9,2,3,1,5,12,0,0,9,2,0.41176,43,3,7,1
1481285,CN1c2c(C)n(nc2c3ccccc3S1(=O)=O)c4ccc(cc4)C(=O)\C=C\c5cccc(Cl)c5,0,1,0,6,0,3,0,5,4,1,0,8,1,0.07692,34,4,5,0
1480755,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)N(CCC(C)CC(C)C)C(=O)NCc3ccccc3,2,2,0,9,2,1,1,3,13,0,0,9,2,0.72414,38,1,7,1
1480756,CCOC(=O)CC([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc3ccccc3)N(C(=O)Nc4ccc(Cl)cc4)c5occc5,2,2,0,10,2,2,1,5,10,1,0,11,2,0.40000,41,3,8,1
1480757,CCCCN(C(CC(=O)OCC)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)C(=S)Nc3cccc(Cl)c3,2,2,0,8,2,1,1,3,10,0,0,10,2,0.66667,34,1,7,1
1480758,CCCCN(C(CC(=O)OCC)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC)C(=S)Nc3ccccc3Cl,2,2,0,8,2,1,1,3,10,0,0,10,2,0.66667,34,1,7,1
1480759,CO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](CC(=O)N)N(C3O[C@H]4OC(C)(C)O[C@H]4[C@@H]3OC)C(=O)Nc5ccc(C)c(Cl)c5,4,4,0,13,4,1,3,5,8,0,0,14,4,0.70370,41,1,10,2
1480760,CO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](CC(=O)N)N(C3O[C@H]4OC(C)(C)O[C@H]4[C@@H]3OC)C(=O)Nc5cccc(c5)C(=O)C,4,4,0,14,4,1,3,5,9,0,0,14,4,0.67857,42,1,11,2
1480761,CO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](CC(=O)N)N(C3O[C@H]4OC(C)(C)O[C@H]4[C@@H]3OC)C(=O)NCc5ccccc5,4,4,0,13,4,1,3,5,9,0,0,13,4,0.70370,40,1,10,2
1480762,Fc1ccc(cc1)c2cc3ccccc3[nH]2,0,0,0,1,0,2,1,3,1,1,0,2,0,0.00000,16,3,0,1
1480763,Clc1ccc(cc1Cl)c2cc3ccccc3[nH]2,0,0,0,1,0,2,1,3,1,1,0,3,0,0.00000,17,3,0,1
1480764,[O-][N+](=O)c1cc(c2[nH]c(cc2c1)c3ccccc3)[N+](=O)[O-],0,0,0,7,0,2,1,3,3,1,0,7,0,0.00000,21,3,4,1
1480765,[O-][N+](=O)c1cc(ccc1Cl)c2cc3ccccc3[nH]2,0,0,0,4,0,2,1,3,2,1,0,5,0,0.00000,19,3,2,1
1480766,Fc1ccc(cc1)c2[nH]c3ccccc3c2C=O,0,0,0,2,0,2,1,3,2,1,0,3,0,0.00000,18,3,1,1
1480767,Clc1ccc(cc1)c2[nH]c3ccccc3c2C=O,0,0,0,2,0,2,1,3,2,1,0,3,0,0.00000,18,3,1,1
1480768,Nc1ccc(cc1)c2[nH]c3ccccc3c2C=O,0,0,0,3,0,2,3,3,2,1,0,3,0,0.00000,18,3,2,2
1480769,[O-][N+](=O)c1cc(ccc1Cl)c2[nH]c3ccccc3c2C=O,0,0,0,5,0,2,1,3,3,1,0,6,0,0.00000,21,3,3,1
1480770,Cc1ccc(cc1)c2cc(N)cc(c2)c3ccccc3,0,0,0,1,0,3,2,3,2,0,0,1,0,0.05263,20,3,1,1
1480771,Cc1ccc(cc1)c2cc(N)cc(c2)c3ccc(C)cc3,0,0,0,1,0,3,2,3,2,0,0,1,0,0.10000,21,3,1,1
1480772,Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccccc3,0,0,0,1,0,3,2,3,2,0,0,2,0,0.00000,20,3,1,1
1480773,Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0,0,0,1,0,3,2,3,2,0,0,3,0,0.00000,21,3,1,1
1480774,CCOc1ccc(cc1)c2cc(N)cc(c2)c3ccccc3,0,0,0,2,0,3,2,3,4,0,0,2,0,0.10000,22,3,2,1
1480775,CCOc1ccc(cc1)c2cc(N)cc(c2)c3ccc(OCC)cc3,0,0,0,3,0,3,2,3,6,0,0,3,0,0.18182,25,3,3,1
1480776,COc1ccc(cc1)c2cc(N)cc(c2)c3ccccc3,0,0,0,2,0,3,2,3,3,0,0,2,0,0.05263,21,3,2,1
1480777,CSc1ccc(cc1)c2cc(N)cc(c2)c3ccccc3,0,0,0,1,0,3,2,3,3,0,0,2,0,0.05263,21,3,2,1
1494114,COC(=O)c1cc(Cl)nn1C,0,0,0,4,0,0,0,1,1,1,0,5,0,0.33333,11,1,4,0
1480778,CS(=O)(=O)c1ccc(cc1)c2cc(N)cc(c2)c3ccccc3,0,0,0,3,0,3,2,3,3,0,0,4,0,0.05263,23,3,3,1
1480779,Cc1c(CC(=O)O)cc(cc1c2ccccc2)c3ccccc3,0,0,0,2,0,3,1,3,4,0,0,2,0,0.09524,23,3,1,1
1480780,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3ccccc3,0,0,0,4,0,2,0,3,3,1,0,5,0,0.11111,23,3,5,0
1480781,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3ccccc3Cl,0,0,0,4,0,2,0,3,3,1,0,6,0,0.11111,24,3,5,0
1480782,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3cccc(Cl)c3,0,0,0,4,0,2,0,3,3,1,0,6,0,0.11111,24,3,5,0
1480783,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3ccc(Cl)cc3,0,0,0,4,0,2,0,3,3,1,0,6,0,0.11111,24,3,5,0
1480784,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3ccc(Br)cc3,0,0,0,4,0,2,0,3,3,1,0,6,0,0.11111,24,3,5,0
1480785,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3ccccc3C,0,0,0,4,0,2,0,3,3,1,0,5,0,0.15789,24,3,5,0
1480786,COc1ccccc1C(=O)N2C=C(C)N(C2=S)c3cccc(C)c3,0,0,0,4,0,2,0,3,3,1,0,5,0,0.15789,24,3,5,0
1480787,COc1ccccc1N2C(=CN(C(=O)c3ccccc3OC)C2=S)C,0,0,0,5,0,2,0,3,4,1,0,6,0,0.15789,25,3,6,0
1480788,COc1cccc(c1)N2C(=CN(C(=O)c3ccccc3OC)C2=S)C,0,0,0,5,0,2,0,3,4,1,0,6,0,0.15789,25,3,6,0
1480789,CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3Cl,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480790,CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3cccc(Cl)c3,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480791,CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccc(Cl)cc3,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480792,CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccc(Br)cc3,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480793,CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,0,0,0,3,0,2,0,3,2,1,0,4,0,0.15789,23,3,4,0
1480794,CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3cccc(C)c3,0,0,0,3,0,2,0,3,2,1,0,4,0,0.15789,23,3,4,0
1480795,COc1ccccc1N2C(=CN(C(=O)c3cccc(C)c3)C2=S)C,0,0,0,4,0,2,0,3,3,1,0,5,0,0.15789,24,3,5,0
1480796,COc1cccc(c1)N2C(=CN(C(=O)c3cccc(C)c3)C2=S)C,0,0,0,4,0,2,0,3,3,1,0,5,0,0.15789,24,3,5,0
1480797,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccccc3,0,0,0,3,0,2,0,3,2,1,0,4,0,0.11111,22,3,4,0
1480798,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccccc3Cl,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480799,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3cccc(Cl)c3,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480800,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Cl)cc3,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480801,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0,0,0,3,0,2,0,3,2,1,0,5,0,0.11111,23,3,4,0
1480802,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccccc3C,0,0,0,3,0,2,0,3,2,1,0,4,0,0.15789,23,3,4,0
1480803,CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3cccc(C)c3,0,0,0,3,0,2,0,3,2,1,0,4,0,0.15789,23,3,4,0
1480804,COc1ccccc1N2C(=CN(C(=O)c3ccc(C)cc3)C2=S)C,0,0,0,4,0,2,0,3,3,1,0,5,0,0.15789,24,3,5,0
1480805,COc1cccc(c1)N2C(=CN(C(=O)c3ccc(C)cc3)C2=S)C,0,0,0,4,0,2,0,3,3,1,0,5,0,0.15789,24,3,5,0
1480806,Clc1ccc(CNCc2cccc(c2)C3=CC(=O)c4ccccc4O3)cc1Cl,0,0,0,3,0,3,1,4,5,1,0,5,0,0.08696,28,4,3,1
1480807,O=C(\C=C\c1ccccc1)N(Cc2ccccc2)Cc3cccc(c3)C4=CC(=O)c5ccccc5O4,0,0,0,4,0,4,0,5,7,1,0,4,0,0.06250,36,5,3,0
1480810,Clc1ccc(CN(Cc2cccc(c2)C3=CC(=O)c4ccccc4O3)C(=O)\C=C\c5ccccc5)c(Cl)c1,0,0,0,4,0,4,0,5,7,1,0,6,0,0.06250,38,5,3,0
1480811,Clc1ccc(CN(Cc2cccc(c2)C3=CC(=O)c4ccccc4O3)C(=O)\C=C\c5ccccc5)cc1Cl,0,0,0,4,0,4,0,5,7,1,0,6,0,0.06250,38,5,3,0
1480812,O=C1C=C(Oc2ccccc12)c3cccc(CNCc4ccccc4)c3,0,0,0,3,0,3,1,4,5,1,0,3,0,0.08696,26,4,3,1
1480813,Fc1ccc(CNCc2cccc(c2)C3=CC(=O)c4ccccc4O3)cc1,0,0,0,3,0,3,1,4,5,1,0,4,0,0.08696,27,4,3,1
1480814,Clc1ccc(CNCc2cccc(c2)C3=CC(=O)c4ccccc4O3)cc1,0,0,0,3,0,3,1,4,5,1,0,4,0,0.08696,27,4,3,1
1480815,Clc1ccc(CNCc2cccc(c2)C3=CC(=O)c4ccccc4O3)c(Cl)c1,0,0,0,3,0,3,1,4,5,1,0,5,0,0.08696,28,4,3,1
1480816,CS(=O)(=O)N1CCN(CC1)C(c2ccccc2)c3ccccc3,1,1,0,4,1,2,0,3,4,0,0,5,1,0.33333,23,2,3,0
1480817,Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(c3ccccc3)c4ccccc4,1,1,0,4,1,3,0,4,5,0,0,5,1,0.25000,29,3,3,0
1480818,Clc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(c3ccccc3)c4ccccc4,1,1,0,4,1,3,0,4,5,0,0,6,1,0.21739,29,3,3,0
1486298,Sc1oc(nn1)c2cccc(Cl)c2,0,0,0,3,0,1,0,2,1,1,0,5,0,0.00000,13,2,4,1
1480820,Cc1onc(C)c1S(=O)(=O)N2CCN(CC2)C(c3ccccc3)c4ccccc4,1,1,0,6,1,2,0,4,5,1,0,7,1,0.31818,29,3,5,0
1480821,CCC1C(N(C(CC1=O)c2ccc(Cl)cc2)C(=O)CCl)c3ccc(Cl)cc3,1,1,0,3,1,2,0,3,4,0,0,6,1,0.33333,27,2,2,0
1480822,CC1C(N(C(C(C)C1=O)c2ccc(Cl)cc2)C(=O)CCl)c3ccc(Cl)cc3,1,1,0,3,1,2,0,3,3,0,0,6,1,0.33333,27,2,2,0
1480823,COc1ccc(cc1)C2CC(=O)C(C)C(N2C(=O)CCl)c3ccc(OC)cc3,1,1,0,5,1,2,0,3,5,0,0,6,1,0.36364,28,2,4,0
1490353,NC(Cc1occc1)C(=O)O,0,0,0,4,0,0,3,1,3,1,0,4,0,0.28571,11,1,3,2
1480824,COc1ccc(cc1)C2C(C)C(=O)C(C)C(N2C(=O)CCl)c3ccc(OC)cc3,1,1,0,5,1,2,0,3,5,0,0,6,1,0.39130,29,2,4,0
1480825,CC1C(N(C(CC1=O)c2ccc(C)cc2)C(=O)CCl)c3ccc(C)cc3,1,1,0,3,1,2,0,3,3,0,0,4,1,0.36364,26,2,2,0
1480826,CC1C(N(C(C(C)C1=O)c2ccc(C)cc2)C(=O)CCl)c3ccc(C)cc3,1,1,0,3,1,2,0,3,3,0,0,4,1,0.39130,27,2,2,0
1480827,ClCC(=O)N1C(CC(=O)CC1c2ccccc2)c3ccccc3,1,1,0,3,1,2,0,3,3,0,0,4,1,0.26316,23,2,2,0
1481083,[O-][N+](=O)c1ccccc1\C=N\N=C\2/C[C@H](S[C@H](C2)c3ccccc3)c4ccccc4,1,1,0,5,1,3,0,4,5,0,0,6,1,0.16667,30,3,5,0
1480828,CC1C(N(C(CC1=O)c2ccccc2)C(=O)CCl)c3ccccc3,1,1,0,3,1,2,0,3,3,0,0,4,1,0.30000,24,2,2,0
1480829,CC(C)C1C(N(C(CC1=O)c2ccccc2)C(=O)CCl)c3ccccc3,1,1,0,3,1,2,0,3,4,0,0,4,1,0.36364,26,2,2,0
1480830,Fc1ccc(cc1)C(=O)N\N=C\c2cccc(Oc3ccccc3)c2,0,0,0,4,0,3,1,3,5,0,0,5,0,0.00000,25,3,3,1
1480831,Oc1c(Cl)cc(Cl)cc1\C=N\NC(=O)c2ccc(F)cc2,0,0,0,4,0,2,2,2,3,0,0,7,0,0.00000,21,2,3,2
1480832,Fc1ccc(cc1)C(=O)N\N=C\c2cc(Cl)cc(Cl)c2,0,0,0,3,0,2,1,2,3,0,0,6,0,0.00000,20,2,2,1
1480833,Fc1ccc(cc1)C(=O)N\N=C\c2ccc(Cl)cc2Cl,0,0,0,3,0,2,1,2,3,0,0,6,0,0.00000,20,2,2,1
1480834,CN(C)CCCOc1ccc(\C=N\NC(=O)c2ccc(F)cc2)cc1,0,0,0,5,0,2,1,2,8,0,0,6,0,0.26316,25,2,4,1
1480835,Fc1ccc(cc1)C(=O)N\N=C\c2cccc(F)c2,0,0,0,3,0,2,1,2,3,0,0,5,0,0.00000,19,2,2,1
1480836,C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0,0,0,4,0,1,2,2,3,1,0,5,0,0.07692,18,2,2,2
1480837,C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc(Cl)s2,0,0,0,3,0,1,1,2,3,1,0,6,0,0.07692,19,2,3,1
1480898,COc1cc(ccc1O)C2CC(=NN2)C(=NNc3ccc(cc3)[N+](=O)[O-])C4=NNC(C4)c5ccc(O)c(OC)c5,0,2,0,13,0,3,5,5,9,0,0,13,2,0.22222,40,3,12,5
1480838,C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccccc2,0,0,0,3,0,2,1,2,3,0,0,4,0,0.06667,19,2,2,1
1480839,C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc(Br)s2,0,0,0,3,0,1,1,2,3,1,0,6,0,0.07692,19,2,3,1
1480840,C\C(=N/NC(=O)c1ccc(F)cc1)\C=C,0,0,0,3,0,1,1,1,3,0,0,4,0,0.09091,15,1,2,1
1480841,CC\C(=N/NC(=O)c1ccc(F)cc1)\c2ccccc2,0,0,0,3,0,2,1,2,4,0,0,4,0,0.12500,20,2,2,1
1480842,Brc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0,0,0,3,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480896,COc1cc(\C=C\C(=O)\C(=N/Nc2ccc(cc2)[N+](=O)[O-])\C3=NC(=S)NC(C3)c4ccc(O)c(OC)c4)ccc1O,0,1,0,12,0,3,4,4,10,0,0,13,1,0.14286,41,3,10,4
1480843,Brc1ccc(NC(=S)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,3,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480844,Clc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0,0,0,3,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480845,Clc1ccc(NC(=S)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,3,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480846,[O-][N+](=O)c1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0,0,0,6,0,3,2,4,3,1,0,8,0,0.00000,26,4,5,2
1480897,COc1cc(ccc1O)C2ONC(=C2)C(=NNc3ccc(cc3)[N+](=O)[O-])C4=CC(ON4)c5ccc(O)c(OC)c5,0,2,0,13,0,3,5,5,9,0,0,13,2,0.14815,40,3,12,5
1480847,[O-][N+](=O)c1ccc(NC(=S)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,6,0,3,2,4,3,1,0,8,0,0.00000,26,4,5,2
1480848,Cc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0,0,0,3,0,3,2,4,2,1,0,5,0,0.05263,24,4,3,2
1480849,Cc1ccc(NC(=S)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,3,0,3,2,4,2,1,0,5,0,0.05263,24,4,3,2
1480850,O=C(Nc1ccccc1)Nc2nc3c(ccc4ccccc34)s2,0,0,0,4,0,3,2,4,2,1,0,5,0,0.00000,23,4,3,2
1480867,S=C(Nc1ccccc1)Nc2nc3c(ccc4ccccc34)s2,0,0,0,3,0,3,2,4,2,1,0,5,0,0.00000,23,4,3,2
1480851,COc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,5,0,3,2,4,3,1,0,6,0,0.05263,25,4,4,2
1480852,COc1ccccc1NC(=O)Nc2nc3c(ccc4ccccc34)s2,0,0,0,5,0,3,2,4,3,1,0,6,0,0.05263,25,4,4,2
1480853,COc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)c(OC)c1,0,0,0,6,0,3,2,4,4,1,0,7,0,0.10000,27,4,5,2
1480854,COc1cc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc(OC)c1OC,0,0,0,7,0,3,2,4,5,1,0,8,0,0.14286,29,4,6,2
1481091,Fc1cc2C(=O)C(=CN(C3CC3)c2cc1N4CCNCC4)c5oc(COc6ccccc6)nn5,1,1,1,8,2,2,1,6,6,2,1,9,2,0.32000,34,4,8,1
1480855,O=C(Nc1ccc(Oc2ccccc2)cc1)Nc3nc4c(ccc5ccccc45)s3,0,0,0,5,0,4,2,5,4,1,0,6,0,0.00000,30,5,4,2
1480856,Fc1ccccc1NC(=O)Nc2nc3c(ccc4ccccc34)s2,0,0,0,4,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480857,Fc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,4,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480858,Brc1ccccc1NC(=O)Nc2nc3c(ccc4ccccc34)s2,0,0,0,4,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480892,COc1cc(\C=C\C(=O)C(=NNc2ccc(Cl)cc2)C(=O)\C=C\c3ccc(O)c(OC)c3)ccc1O,0,0,0,8,0,3,3,3,10,0,0,9,0,0.07407,36,3,8,3
1480859,Brc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,4,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480860,Clc1ccccc1NC(=O)Nc2nc3c(ccc4ccccc34)s2,0,0,0,4,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480861,Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,4,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480862,FC(F)(F)c1ccc(Cl)c(NC(=O)Nc2nc3c(ccc4ccccc34)s2)c1,0,0,0,4,0,3,2,4,2,1,0,9,0,0.05263,28,4,3,2
1480893,COc1cc(\C=C\C(=O)C(=NNc2ccc(cc2)[N+](=O)[O-])C(=O)\C=C\c3ccc(O)c(OC)c3)ccc1O,0,0,0,11,0,3,3,3,11,0,0,11,0,0.07407,38,3,10,3
1480863,[O-][N+](=O)c1ccccc1NC(=O)Nc2nc3c(ccc4ccccc34)s2,0,0,0,7,0,3,2,4,3,1,0,8,0,0.00000,26,4,5,2
1480864,[O-][N+](=O)c1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,7,0,3,2,4,3,1,0,8,0,0.00000,26,4,5,2
1480865,Cc1ccccc1NC(=O)Nc2nc3c(ccc4ccccc34)s2,0,0,0,4,0,3,2,4,2,1,0,5,0,0.05263,24,4,3,2
1480866,Cc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,4,0,3,2,4,2,1,0,5,0,0.05263,24,4,3,2
1480894,COc1cc(\C=C\C(=O)\C(=N/Nc2ccc(cc2)[N+](=O)[O-])\C(=O)C(Br)C(Br)c3ccc(O)c(OC)c3)ccc1O,0,0,0,11,0,3,3,3,12,0,0,13,0,0.14815,40,3,10,3
1480868,COc1ccc(NC(=S)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,4,0,3,2,4,3,1,0,6,0,0.05263,25,4,4,2
1480869,COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0,0,0,4,0,3,2,4,3,1,0,6,0,0.05263,25,4,4,2
1480870,Fc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0,0,0,3,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480871,Fc1ccc(NC(=S)Nc2nc3c(ccc4ccccc34)s2)cc1,0,0,0,3,0,3,2,4,2,1,0,6,0,0.00000,24,4,3,2
1480872,CSc1ccc(\C=C\C(=O)c2ccc(F)cc2)cc1,0,0,0,1,0,2,0,2,4,0,0,3,0,0.06250,19,2,2,0
