Hit,Smiles
1348163,COc1cc(cc(OC)c1OC)c2nnc(SCC(=O)c3ccc(C)cc3)n2N4C(=O)c5ccccc5C4=O
1348164,COc1cc(cc(OC)c1OC)c2nnc(SC)n2N3C(=O)c4ccccc4C3=O
1348165,CCOC(=O)CSc1nnc(c2cc(OC)c(OC)c(OC)c2)n1N3C(=O)c4ccccc4C3=O
1348166,COc1cc(cc(OC)c1OC)c2nnc(SCc3ccccc3)n2N4C(=O)c5ccccc5C4=O
1348167,COc1cc(cc(OC)c1OC)c2nnc(SCC(=O)c3ccccc3)n2N4C(=O)c5ccccc5C4=O
1348168,COc1ccc(cc1)C(=O)CSc2nnc(c3cc(OC)c(OC)c(OC)c3)n2N4C(=O)c5ccccc5C4=O
1348169,COc1cc(cc(OC)c1OC)c2nnc(SCC(=O)c3ccccc3C)n2N4C(=O)c5ccccc5C4=O
1348170,COc1cc(cc(OC)c1OC)c2nnc(SCC(=O)c3ccc(F)cc3)n2N4C(=O)c5ccccc5C4=O
1348171,COc1cc(cc(OC)c1OC)c2nnc(SCC(=O)c3ccc(Br)cc3)n2N4C(=O)c5ccccc5C4=O
1348172,COc1cc(cc(OC)c1OC)c2nnc(SCC(=O)c3ccc(F)c(F)c3)n2N4C(=O)c5ccccc5C4=O
1348173,Cc1ccc2[nH]c3c(c4C(=O)NC(=O)c4n5cccc35)c2c1
1348174,COC(CC(=C)C)[C@H](O)C(=O)N[C@@H](OC)[C@@H]1C[C@@H](O)C(C)(C)[C@@H](C[C@H](O)[C@@H](C)[C@H]2Cc3c(C)c(O)cc(O)c3C(=O)O2)O1
1348175,CN(C)c1ccc(\C=C\C(=O)c2occc2)cc1
1348176,Cc1cccc(c1)c2oc(nn2)c3cccc(NC(=O)c4occc4)c3
1348177,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OC[C@H](O)[C@@H]23)S(=O)(=O)c4ccc(N)cc4
1348178,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OC[C@H](OCc4ccccc4)[C@@H]23)S(=O)(=O)c5ccc(N)cc5
1348179,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OC[C@H](Oc4ccccc4)[C@@H]23)S(=O)(=O)c5ccc(N)cc5
1348180,COCCO[C@H]1CO[C@@H]2OC[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c4ccc(N)cc4)[C@H]12
1348181,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@H]5OC[C@H](O)[C@@H]45
1348182,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@H]5OC[C@H](OCc6ccccc6)[C@@H]45
1348183,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@H]5OC[C@H](OCc6ccccc6F)[C@@H]45
1348184,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@H]5OC[C@H](OCc6cccc(F)c6)[C@@H]45
1348187,ClC(Cl)(Cl)c1nc(Sc2ccccc2)c3ccccc3n1
1348188,Clc1ccccc1Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl
1348189,Clc1cccc(Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl)c1
1348190,Clc1ccc(Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl)cc1
1348191,Fc1ccccc1Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl
1348192,Fc1cccc(Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl)c1
1348193,Fc1ccc(Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl)cc1
1348194,FC(F)(F)c1ccccc1Sc2nc(nc3ccccc23)C(Cl)(Cl)Cl
1348195,OC(=O)c1ccc(Nc2ccc(Cl)cc2)cc1
1348196,OC(=O)c1ccc(Nc2ccc(Br)cc2)cc1
1348197,COc1ccc(Nc2ccc(cc2)C(=O)O)cc1
1348198,Cc1ccc(Nc2ccc(cc2)C(=O)O)cc1
1348199,CC(C)(C)c1ccc(Nc2ccc(cc2)C(=O)O)cc1
1348200,OC(=O)c1ccc(Nc2ccc(cc2)C(=O)O)cc1
1348201,COc1ccc(Nc2ccc(cc2)C(=O)O)c(c1)[N+](=O)[O-]
1348202,Cc1cc(C)cc(Nc2ccc(cc2)C(=O)O)c1
1348203,COc1cc(Nc2ccc(cc2)C(=O)O)cc(OC)c1
1348204,CCOCN1C(=O)NC(=O)C(=C1Cc2ccccc2)I
1348205,CCOCN1C(=O)NC(=O)C(=C1Cc2cc(C)cc(C)c2)I
1348206,CCOCN1C(=O)NC(=O)C(=C1Cc2cc(F)cc(F)c2)I
1348207,IC1=C(Cc2ccccc2)N(COCc3ccccc3)C(=O)NC1=O
1348208,Cc1cc(C)cc(CC2=C(I)C(=O)NC(=O)N2COCc3ccccc3)c1
1348209,Fc1cc(F)cc(CC2=C(I)C(=O)NC(=O)N2COCc3ccccc3)c1
1348210,CCOCN1C(=O)NC(=O)C(=C1Cc2ccccc2)Br
1348211,CCOCN1C(=O)NC(=O)C(=C1Cc2cc(C)cc(C)c2)Br
1348212,BrC1=C(Cc2ccccc2)N(COCc3ccccc3)C(=O)NC1=O
1348213,Cc1cc(C)cc(CC2=C(Br)C(=O)NC(=O)N2COCc3ccccc3)c1
1348214,CCOCN1C(=O)NC(=O)C(=C1Cc2ccccc2)N(C)C
1348215,CCOCN1C(=O)NC(=O)C(=C1Cc2cc(C)cc(C)c2)N(C)C
1348216,CN(C)C1=C(Cc2ccccc2)N(COCc3ccccc3)C(=O)NC1=O
1348217,CN(C)C1=C(Cc2cc(C)cc(C)c2)N(COCc3ccccc3)C(=O)NC1=O
1348218,CCOCN1C(=O)N=C(N)C(=C1Cc2ccccc2)I
1348219,CCOCN1C(=O)N=C(N)C(=C1Cc2cc(C)cc(C)c2)I
1348220,[Br-].[Br-].Cc1ccc(cc1)[P+](Cc2ccc(Cc3ccc(C[P+](c4ccccc4)(c5ccccc5)c6ccc(C)cc6)cc3)cc2)(c7ccccc7)c8ccccc8
1348221,[Br-].[Br-].O=C(c1ccc(C[P+](C2CCCCC2)(c3ccccc3)c4ccccc4)cc1)c5ccc(C[P+](C6CCCCC6)(c7ccccc7)c8ccccc8)cc5
1348222,[Br-].[Br-].CC(C)[P+](Cc1ccc(Oc2ccc(C[P+](C(C)C)(c3ccccc3)c4ccccc4)cc2)cc1)(c5ccccc5)c6ccccc6
1348223,[Br-].[Br-].CC(C)[P+](Cc1ccc(Cc2ccc(C[P+](C(C)C)(c3ccccc3)c4ccccc4)cc2)cc1)(c5ccccc5)c6ccccc6
1348224,[Br-].[Br-].CCC[P+](Cc1ccc(Oc2ccc(C[P+](CCC)(c3ccccc3)c4ccccc4)cc2)cc1)(c5ccccc5)c6ccccc6
1348225,[Br-].[Br-].CCC[P+](Cc1ccc(Cc2ccc(C[P+](CCC)(c3ccccc3)c4ccccc4)cc2)cc1)(c5ccccc5)c6ccccc6
1348226,[Br-].[Br-].C[P+](C)(Cc1ccc(CCCc2ccc(C[P+](C)(C)c3ccccc3)cc2)cc1)c4ccccc4
1348227,[Br-].[Br-].C[P+](C)(Cc1ccc(CCc2ccc(C[P+](C)(C)c3ccccc3)cc2)cc1)c4ccccc4
1348228,[Br-].[Br-].C[P+](C)(Cc1ccc(Oc2ccc(C[P+](C)(C)c3ccccc3)cc2)cc1)c4ccccc4
1348229,[Br-].[Br-].C[P+](C)(Cc1ccc(Cc2ccc(C[P+](C)(C)c3ccccc3)cc2)cc1)c4ccccc4
1348230,[Br-].[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)Cc1ccc(Oc2ccc(C[P+](CCCCCC)(CCCCCC)CCCCCC)cc2)cc1
1348231,[Br-].[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)Cc1ccc(Cc2ccc(C[P+](CCCCCC)(CCCCCC)CCCCCC)cc2)cc1
1348232,[Br-].[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)Cc1ccc(cc1)C(=O)c2ccc(C[P+](CCCCCC)(CCCCCC)CCCCCC)cc2
1348233,[Br-].[Br-].CC(C)C[P+](CC(C)C)(CC(C)C)Cc1ccc(cc1)N(C(=O)C)c2ccc(C[P+](CC(C)C)(CC(C)C)CC(C)C)cc2
1348234,[Br-].[Br-].CC(C)C[P+](CC(C)C)(CC(C)C)Cc1ccc(cc1)S(=O)(=O)c2ccc(C[P+](CC(C)C)(CC(C)C)CC(C)C)cc2
1348235,[Br-].[Br-].CC(C)C[P+](CC(C)C)(CC(C)C)Cc1ccc(Oc2ccc(C[P+](CC(C)C)(CC(C)C)CC(C)C)cc2)cc1
1348236,[Br-].[Br-].CC(C)C[P+](CC(C)C)(CC(C)C)Cc1ccc(Cc2ccc(C[P+](CC(C)C)(CC(C)C)CC(C)C)cc2)cc1
1348237,[Br-].[Br-].CC[P+](CC)(CC)Cc1ccc(Oc2ccc(C[P+](CC)(CC)CC)cc2)cc1
1348238,[Br-].[Br-].CC[P+](CC)(CC)Cc1ccc(Cc2ccc(C[P+](CC)(CC)CC)cc2)cc1
1348272,Cc1ccc(cc1)c2nn(cc2\C=C\C(=O)c3ccc4OC(C)(C)Cc4c3OCc5ccccc5)c6ccccc6
1348239,[Br-].CC(C)C[P+](CC(C)C)(CC(C)C)Cc1ccc(cc1)C(=O)c2ccccc2
1348240,[Br-].Cc1ccc(cc1)[P+](Cc2ccc(cc2)C(=O)c3ccccc3)(c4ccccc4)c5ccccc5
1348241,[Br-].CC[P+](CC)(CC)Cc1ccc(cc1)C(=O)c2ccccc2
1348242,[Br-].COc1ccccc1[P+](Cc2ccc(cc2)C(=O)c3ccccc3)(c4ccccc4OC)c5ccccc5OC
1348243,[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)Cc1ccc(cc1)C(=O)c2ccccc2
1348293,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@@H]([C@H]2C[C@@H]3O[C@@]34C[C@@H](O)CC[C@]4(C)C2=O)[C@]1(C)CCO
1348244,[Br-].C[P+](C)(Cc1ccc(cc1)C(=O)c2ccccc2)c3ccccc3
1348245,[Cl-].[Cl-].Cc1ccc(cc1)[P+](CCc2ccc(CCc3ccc(CC[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348246,[Cl-].[Cl-].Cc1ccc(cc1)[P+](CCc2ccc(CCCc3ccc(CC[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348247,[Br-].[Br-].Cc1ccc(cc1)[P+](Cc2ccc(CCc3ccc(C[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348580,COCC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5onc(C)c5
1348248,[Cl-].[Cl-].Cc1ccc(cc1)[P+](Cc2ccc(CCc3ccc(C[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348249,[Br-].[Br-].Cc1ccc(cc1)[P+](Cc2ccc(CCCc3ccc(C[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348250,[Cl-].[Cl-].Cc1ccc(cc1)[P+](Cc2ccc(CCCc3ccc(C[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348251,[Br-].[Br-].Cc1ccc(cc1)[P+](Cc2ccc(Oc3ccc(C[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)cc2)(c7ccc(C)cc7)c8ccc(C)cc8
1348354,Cc1ccc2[nH]c(cc2c1)n3cccn3
1348252,[Br-].[Br-].Cc1ccc(cc1)[P+](Cc2ccc(cc2)S(=O)(=O)c3ccc(C[P+](c4ccc(C)cc4)(c5ccc(C)cc5)c6ccc(C)cc6)cc3)(c7ccc(C)cc7)c8ccc(C)cc8
1348253,[Br-].[Br-].CC(=O)N(c1ccc(C[P+](c2ccc(C)cc2)(c3ccc(C)cc3)c4ccc(C)cc4)cc1)c5ccc(C[P+](c6ccc(C)cc6)(c7ccc(C)cc7)c8ccc(C)cc8)cc5
1348254,[Br-].[Br-].Cc1cccc(c1)[P+](Cc2ccc(Cc3ccc(C[P+](c4cccc(C)c4)(c5cccc(C)c5)c6cccc(C)c6)cc3)cc2)(c7cccc(C)c7)c8cccc(C)c8
1348255,[Br-].[Br-].Cc1cccc(c1)[P+](Cc2ccc(Oc3ccc(C[P+](c4cccc(C)c4)(c5cccc(C)c5)c6cccc(C)c6)cc3)cc2)(c7cccc(C)c7)c8cccc(C)c8
1348582,CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)C(=O)N4CCC[C@H]4c5ccc(F)cc5
1348256,[Br-].[Br-].O=C(c1ccc(C[P+](c2cccs2)(c3cccs3)c4cccs4)cc1)c5ccc(C[P+](c6cccs6)(c7cccs7)c8cccs8)cc5
1348257,[Br-].[Br-].O=C(c1ccc(C[P+](Cc2ccccc2)(c3ccccc3)c4ccccc4)cc1)c5ccc(C[P+](Cc6ccccc6)(c7ccccc7)c8ccccc8)cc5
1348258,[Br-].[Br-].Fc1c(F)c(F)c(c(F)c1F)[P+](Cc2ccc(Cc3ccc(C[P+](c4ccccc4)(c5ccccc5)c6c(F)c(F)c(F)c(F)c6F)cc3)cc2)(c7ccccc7)c8ccccc8
1348259,[Br-].[Br-].Fc1c(F)c(F)c(c(F)c1F)[P+](Cc2ccc(Oc3ccc(C[P+](c4ccccc4)(c5ccccc5)c6c(F)c(F)c(F)c(F)c6F)cc3)cc2)(c7ccccc7)c8ccccc8
1348294,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@@H]([C@@H]2C[C@H]3O[C@]34C[C@@H](O)CC[C@]4(C)C2=O)[C@]1(C)CCO
1348260,[Na+].[Na+].[Br-].[Br-].[O-]S(=O)(=O)c1cccc(c1)[P+](Cc2ccc(Cc3ccc(C[P+](c4ccccc4)(c5ccccc5)c6cccc(c6)S(=O)(=O)[O-])cc3)cc2)(c7ccccc7)c8ccccc8
1348261,[Na+].[Na+].[Br-].[Br-].[O-]S(=O)(=O)c1cccc(c1)[P+](Cc2ccc(Oc3ccc(C[P+](c4ccccc4)(c5ccccc5)c6cccc(c6)S(=O)(=O)[O-])cc3)cc2)(c7ccccc7)c8ccccc8
1348262,[Br-].[Br-].O=C(c1ccc(C[P+](c2cccc3ccccc23)(c4cccc5ccccc45)c6cccc7ccccc67)cc1)c8ccc(C[P+](c9cccc%10ccccc9%10)(c%11cccc%12ccccc%11%12)c%13cccc%14ccccc%13%14)cc8
1348263,[Br-].[Br-].C(c1ccc(C[P+](c2cccc3ccccc23)(c4cccc5ccccc45)c6cccc7ccccc67)cc1)c8ccc(C[P+](c9cccc%10ccccc9%10)(c%11cccc%12ccccc%11%12)c%13cccc%14ccccc%13%14)cc8
1348264,[Br-].[Br-].C(c1ccc(Oc2ccc(C[P+](c3cccc4ccccc34)(c5cccc6ccccc56)c7cccc8ccccc78)cc2)cc1)[P+](c9cccc%10ccccc9%10)(c%11cccc%12ccccc%11%12)c%13cccc%14ccccc%13%14
1348265,[Cl-].Cc1ccc(C[P+](c2ccccc2)(c3ccccc3)c4ccccc4)cc1
1348266,[Br-].Cc1ccc(C[P+](c2ccccc2)(c3ccccc3)c4ccccc4)cc1
1348267,[Br-].Cc1ccc(cc1)[P+](Cc2ccc(cc2)C(=O)c3ccccc3)(c4ccc(C)cc4)c5ccc(C)cc5
1348268,[Br-].Cc1ccc(cc1)[P+](Cc2ccc(Oc3ccccc3)cc2)(c4ccc(C)cc4)c5ccc(C)cc5
1348269,[Br-].Cc1cccc(c1)[P+](Cc2ccc(cc2)C(=O)c3ccccc3)(c4cccc(C)c4)c5cccc(C)c5
1348270,[Br-].[Br-].COc1ccccc1[P+](Cc2ccc(Oc3ccc(C[P+](c4ccccc4OC)(c5ccccc5OC)c6ccccc6OC)cc3)cc2)(c7ccccc7OC)c8ccccc8OC
1348271,[Br-].[Br-].FC(F)(F)c1ccc(cc1)[P+](Cc2ccc(cc2)C(=O)c3ccc(C[P+](c4ccc(cc4)C(F)(F)F)(c5ccc(cc5)C(F)(F)F)c6ccc(cc6)C(F)(F)F)cc3)(c7ccc(cc7)C(F)(F)F)c8ccc(cc8)C(F)(F)F
1348273,CC1(C)Cc2c(O1)ccc(C(=O)\C=C\c3cn(nc3c4ccc(Cl)cc4)c5ccccc5)c2OCc6ccccc6
1348274,COc1ccc(cc1)c2nn(cc2\C=C\C(=O)c3ccc4OC(C)(C)Cc4c3OCc5ccccc5)c6ccccc6
1348275,CC1(C)Cc2c(O1)ccc(C(=O)\C=C\c3cn(nc3c4ccc(cc4)[N+](=O)[O-])c5ccccc5)c2OCc6ccccc6
1348276,CC1(C)Cc2c(O1)ccc(C(=O)\C=C\c3cn(nc3c4cccc(c4)[N+](=O)[O-])c5ccccc5)c2OCc6ccccc6
1348277,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4ccccc4)c2O1
1348308,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14
1348278,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4ccc(F)cc4)c2O1
1348279,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4ccc(Cl)cc4)c2O1
1348280,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4ccc(Br)cc4)c2O1
1348281,COc1ccc(\C=C\C(=O)c2ccc(OCc3ccccc3)c4CC(C)(C)Oc24)cc1
1348282,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4ccc(Cl)cc4Cl)c2O1
1348283,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4cn(nc4c5ccccc5)c6ccccc6)c2O1
1348284,Cc1ccc(cc1)c2nn(cc2\C=C\C(=O)c3ccc(OCc4ccccc4)c5CC(C)(C)Oc35)c6ccccc6
1348285,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4cn(nc4c5ccc(Cl)cc5)c6ccccc6)c2O1
1348286,COc1ccc(cc1)c2nn(cc2\C=C\C(=O)c3ccc(OCc4ccccc4)c5CC(C)(C)Oc35)c6ccccc6
1348309,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14
1348287,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4cn(nc4c5ccc(cc5)[N+](=O)[O-])c6ccccc6)c2O1
1348288,CC1(C)Cc2c(OCc3ccccc3)ccc(C(=O)\C=C\c4cn(nc4c5cccc(c5)[N+](=O)[O-])c6ccccc6)c2O1
1348289,COc1ccc(\C=C\C(=O)c2ccc(O)c3CC(C)(C)Oc23)cc1
1348290,CC1(C)Cc2c(O)ccc(C(=O)\C=C\c3cn(nc3c4ccc(Cl)cc4)c5ccccc5)c2O1
1348291,COc1ccc(cc1)c2nn(cc2\C=C\C(=O)c3ccc(O)c4CC(C)(C)Oc34)c5ccccc5
1348292,CC1(C)Cc2c(O)ccc(C(=O)\C=C\c3cn(nc3c4cccc(c4)[N+](=O)[O-])c5ccccc5)c2O1
1348295,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)N2[C@H]3OCC[C@@]3(O)c4ccccc24
1348296,OC[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)N2[C@H]3OCC[C@@]3(O)c4ccccc24
1348297,CC(=C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@@]23C(=O)O)[C@@]1(C)CCC(=O)O
1348298,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348310,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14
1348299,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348300,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348301,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(=O)CCCCCC(=O)O)([C@@H]([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccccc7
1348302,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348303,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCCCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348304,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCCCCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348305,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCCCCCC(=O)O)([C@H]5[C@H]6OC(=O)c7ccccc7)[C@@H]([C@H](OC)[C@H]23)C14
1348306,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14
1348307,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14
1348312,C(Oc1ccc2cc(oc2c1)c3ccccc3)c4ccccc4
1348313,COc1ccc(cc1)c2oc3cc(OCc4ccccc4)ccc3c2
1348314,Cc1oc(cc1)c2oc3cc(OCc4ccccc4)ccc3c2
1348315,Oc1ccc2cc(oc2c1)c3ccccc3
1348316,COc1ccc(cc1)c2oc3cc(O)ccc3c2
1348581,CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3ncc(C)c3N1)C(=O)N4CCC[C@H]4c5ccc(F)cc5
1348317,Cc1oc(cc1)c2oc3cc(O)ccc3c2
1348318,Cc1oc(nc1CCOc2ccc3cc(oc3c2)c4ccccc4)c5ccccc5
1348319,COc1ccc(cc1)c2oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc3c2
1348320,CC(=O)c1c(oc2cc(OCCc3nc(oc3C)c4ccccc4)ccc12)c5oc(C)cc5
1348321,COc1ccc(cc1)c2oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc3c2C(=O)C
1348322,Cc1oc(cc1)c2oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc3c2C(=O)c6occc6
1348323,Cc1oc(cc1)c2oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc3c2C(=O)c6ccc(cc6)C(F)(F)F
1348324,COc1cc(cc(OC)c1OC)C(=O)c2c(oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc23)c6oc(C)cc6
1348325,CC(=O)c1c(oc2cc(O)ccc12)c3oc(C)cc3
1348326,COc1ccc(cc1)c2oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc3c2C(=O)\C=C\c6cc(OC)c(OC)c(OC)c6
1348327,COc1cc(cc(OC)c1OC)\N=C\c2c(oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc23)c6ccccc6
1348328,COc1cc(NCc2c(oc3cc(OCCc4nc(oc4C)c5ccccc5)ccc23)c6ccccc6)cc(OC)c1OC
1348329,CC(C)CCOc1cccc(O)c1C(=O)\C=C\c2ccc(O)cc2
1348330,CCCCCCOc1cccc(O)c1C(=O)\C=C\c2ccc(O)cc2
1348331,CCCCCCCCOc1cccc(O)c1C(=O)\C=C\c2ccc(O)cc2
1348332,CCCCCCCCCCOc1cccc(O)c1C(=O)\C=C\c2ccc(O)cc2
1348355,COc1ccc2[nH]c(cc2c1)n3cccn3
