Hit,Smiles
1350535,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCn4cc(CCCCCCCCC(=O)OCCNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350473,CC(=O)OC[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](O)CO)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C
1350474,CCCNS(=O)(=O)c1ccc2[nH]c3c(nccc3c2c1)C(=O)N
1350475,CCN(CC)CCCNS(=O)(=O)c1ccc2[nH]c3c(nccc3c2c1)C(=O)N
1350476,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)NCCCO
1350477,CC(O)CNS(=O)(=O)c1ccc2[nH]c3c(nccc3c2c1)C(=O)N
1350478,CN(C)CCCNS(=O)(=O)c1ccc2[nH]c3c(nccc3c2c1)C(=O)N
1350479,COC(CNS(=O)(=O)c1ccc2[nH]c3c(nccc3c2c1)C(=O)N)OC
1350480,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)NCC(O)CO
1350481,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)NCCO
1350491,CC(=O)NS(=O)(=O)c1ccc2[nH]c3cnccc3c2c1
1350482,COCCCNS(=O)(=O)c1ccc2[nH]c3c(nccc3c2c1)C(=O)N
1350483,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)NC4CC4
1350484,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)Nc4ccccc4
1350485,Cc1ccc(NS(=O)(=O)c2ccc3[nH]c4c(nccc4c3c2)C(=O)N)cc1
1350492,COC(C1NC(=O)[C@H](CCC(=O)N)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(NC(=O)[C@H](O)[C@H](O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CC(=O)N)NC(=O)C(C)C(O)C(C)CC(C)C)C(C)C(C)C(=O)N)[C@@H](C)OC(=O)[C@@H]2CCCCN2C1=O)[C@@H](C)O)c3ccc(O)cc3
1350486,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)Nc4ccc(F)cc4
1350487,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)Nc4ccccn4
1350488,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)Nc4nccs4
1350489,NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)N
1350490,NS(=O)(=O)c1ccc2[nH]c3cnccc3c2c1
1350493,COc1ccc(cc1)c2oc3ccc(OCc4cccc(Cl)c4)cc3c2C(=O)O
1350494,COc1ccc(cc1)c2oc3ccc(OCc4c(F)cccc4F)cc3c2C(=O)O
1350495,COc1ccc(cc1)c2oc3ccc(OCc4cccc(c4)C(F)(F)F)cc3c2C(=O)O
1350496,COc1ccc(cc1)c2oc3ccc(OCc4ccc(F)c(F)c4)cc3c2C(=O)O
1350509,Cc1ccc(cc1)c2oc3ccc(OCc4cccc(c4)c5ccccc5)cc3c2C(=O)O
1350497,COc1ccc(cc1)c2oc3ccc(OCc4ccc(F)cc4)cc3c2C(=O)O
1350498,COc1ccc(cc1)c2oc3ccc(OCc4ccccc4Br)cc3c2C(=O)O
1350499,COc1ccc(cc1)c2oc3ccc(OCc4cccc(c4)c5ccccc5)cc3c2C(=O)O
1350500,Cc1ccc(cc1)c2oc3ccc(OCc4cccc(F)c4)cc3c2C(=O)O
1350514,OC(=O)c1c(oc2ccc(OCc3c(F)cccc3F)cc12)c4ccc5ccccc5c4
1350501,Cc1ccc(cc1)c2oc3ccc(OCc4cccc(I)c4)cc3c2C(=O)O
1350502,Cc1ccc(cc1)c2oc3ccc(OCc4ccc(Br)cc4)cc3c2C(=O)O
1350503,Cc1ccc(cc1)c2oc3ccc(OCc4cccc(Cl)c4)cc3c2C(=O)O
1350504,Cc1ccc(cc1)c2oc3ccc(OCc4c(F)cccc4F)cc3c2C(=O)O
1350536,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCCCCCCCCn4cc(CCCC(=O)OCCNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350505,Cc1ccc(cc1)c2oc3ccc(OCc4cccc(c4)C(F)(F)F)cc3c2C(=O)O
1350506,Cc1ccc(cc1)c2oc3ccc(OCc4ccc(F)c(F)c4)cc3c2C(=O)O
1350507,Cc1ccc(cc1)c2oc3ccc(OCc4ccc(F)cc4)cc3c2C(=O)O
1350508,Cc1ccc(cc1)c2oc3ccc(OCc4ccccc4Br)cc3c2C(=O)O
1350510,OC(=O)c1c(oc2ccc(OCc3cccc(F)c3)cc12)c4ccc5ccccc5c4
1350511,OC(=O)c1c(oc2ccc(OCc3cccc(I)c3)cc12)c4ccc5ccccc5c4
1350512,OC(=O)c1c(oc2ccc(OCc3ccc(Br)cc3)cc12)c4ccc5ccccc5c4
1350513,OC(=O)c1c(oc2ccc(OCc3cccc(Cl)c3)cc12)c4ccc5ccccc5c4
1350516,OC(=O)c1c(oc2ccc(OCc3ccc(F)c(F)c3)cc12)c4ccc5ccccc5c4
1350517,OC(=O)c1c(oc2ccc(OCc3ccc(F)cc3)cc12)c4ccc5ccccc5c4
1350518,OC(=O)c1c(oc2ccc(OCc3ccccc3Br)cc12)c4ccc5ccccc5c4
1350519,OC(=O)c1c(oc2ccc(OCc3cccc(c3)c4ccccc4)cc12)c5ccc6ccccc6c5
1350520,COc1ccc(\C=C\2/SC(=NC2=O)N[C@@H](C(C)C)C(=O)NS(=O)(=O)c3ccc(C)cc3)cc1
1350537,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCCCCn4cc(CCCCCCCCCCCCCCCC(=O)OCCNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350521,CC(C)C[C@H](NC1=NC(=O)\C(=C\c2ccccc2F)\S1)C(=O)NS(=O)(=O)c3ccc(C)cc3
1350522,Cc1ccc(cc1)S(=O)(=O)NC(=O)[C@H](Cc2ccccc2)NC3=NC(=O)\C(=C\c4ccccc4F)\S3
1350523,CC(C)C[C@H](NC1=NC(=O)\C(=C\c2cccc(Cl)c2)\S1)C(=O)NS(=O)(=O)c3ccc(C)cc3
1350524,CC(C)C[C@H](NC1=NC(=O)\C(=C\c2ccccc2Cl)\S1)C(=O)NS(=O)(=O)c3ccc(C)cc3
1350525,Cc1ccc(cc1)S(=O)(=O)NC(=O)[C@H](Cc2ccccc2)NC3=NC(=O)\C(=C\c4ccccc4Cl)\S3
1350526,CC(C)[C@H](NC1=NC(=O)\C(=C\c2ccccc2Cl)\S1)C(=O)NS(=O)(=O)c3ccc(C)cc3
1350527,CC(C)[C@H](NC1=NC(=O)\C(=C\c2ccccc2)\S1)C(=O)NS(=O)(=O)c3ccc(C)cc3
1350528,Cc1ccc(cc1)S(=O)(=O)NC(=O)[C@H](Cc2ccccc2)NC3=NC(=O)\C(=C\c4ccc(cc4)c5ccccc5)\S3
1350529,COc1ccccc1\C=C\2/SC(=NC2=O)N[C@@H](C(C)C)C(=O)NS(=O)(=O)c3ccc(C)cc3
1350530,COc1ccc(CNc2nc(NCCO)nc(NCc3ccc(OC)cc3)n2)cc1
1350531,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCCCCCCCCn4cc(CNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350532,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCn4cc(CCC(=O)OCCNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350533,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCn4cc(CCCCC(=O)OCCNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350534,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCCCCn4cc(CCCC(=O)OCCNc5nc(NCc6ccc(OC)cc6)nc(NCc7ccc(OC)cc7)n5)nn4
1350539,O[C@@H]1CCN(C[C@H]1N2CCC(CC2)C(=O)c3ccc(F)cc3)C(=O)c4ccc(F)cc4.OC(=O)C(=O)O
1350540,COc1ccc(cc1)C(=O)N2CC[C@@H](O)[C@@H](C2)N3CCC(CC3)C(=O)c4ccc(F)cc4.OC(=O)C(=O)O
1350541,O[C@@H]1CCN(C[C@H]1N2CCC(CC2)C(=O)c3ccc(F)cc3)C(=O)c4ccccc4.OC(=O)C(=O)O
1350542,O[C@@H]1CCN(C[C@H]1N2CCC(CC2)C(=O)c3ccc(F)cc3)C(=O)c4cccnc4.OC(=O)C(=O)O
1350543,O[C@@H]1CCN(C[C@H]1N2CCC(CC2)C(=O)c3ccc(F)cc3)C(=O)c4cccs4.OC(=O)C(=O)O
1350544,Cc1ccc(s1)C(=O)N2CC[C@@H](O)[C@@H](C2)N3CCC(CC3)C(=O)c4ccc(F)cc4.OC(=O)C(=O)O
1350545,Cc1ccsc1C(=O)N2CC[C@@H](O)[C@@H](C2)N3CCC(CC3)C(=O)c4ccc(F)cc4.OC(=O)C(=O)O
1350546,COc1ccc(cc1)C(=O)C2CCN(CC2)[C@@H]3CN(CC[C@H]3O)C(=O)c4ccc(F)cc4.OC(=O)C(=O)O
1350547,COc1ccc(cc1)C(=O)C2CCN(CC2)[C@@H]3CN(CC[C@H]3O)C(=O)c4ccc(OC)cc4.OC(=O)C(=O)O
1350548,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O
1350549,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O
1350550,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CS)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O
1350551,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O
1350552,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O
1350553,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C(=O)O
1350554,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CC(=O)N)C(=O)O
1350555,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
1350556,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
1350557,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
1350558,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)C1=C(F)C(=O)NC(=O)N1)C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CO)C(=O)O
1350559,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)C1=C(F)C(=O)NC(=O)N1)C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CO)C(=O)O
1350560,CCCCCCCCCCCCCCCC(=O)N[C@@H](C)CN(CC(=O)N[C@@H](C)CN(CC(=O)N[C@@H](CCC(=O)O)CN(CC(=O)N[C@@H](CCC(=O)O)CN(CC(=O)N[C@@H](CCC(=O)O)CN(CC(=O)N)C(=O)CC(=O)O)C(=O)CC(=O)O)C(=O)CC(=O)O)C(=O)C)C(=O)C
1350561,CCCCCCCCCCCCCCCC(=O)N[C@@H](C)CN(CC(=O)N[C@@H](C)CN(CC(=O)N[C@H](CN(CC(=O)N[C@H](CN(CC(=O)N[C@H](CN(CC(=O)N)C(=O)CC(=O)O)Cc1ccccc1)C(=O)CC(=O)O)Cc2ccccc2)C(=O)CC(=O)O)Cc3ccccc3)C(=O)C)C(=O)C
1350562,CC(C)C[C@@H](CN(CC(=O)N)C(=O)CCCN)NC(=O)CN(C[C@H](CC(C)C)NC(=O)CN(C[C@H](CC(C)C)NC(=O)CN(C[C@H](C)NC(=O)CN(C[C@H](C)N)C(=O)C)C(=O)C)C(=O)CCCN)C(=O)CCCN
1350563,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CCCCN)CN(CC(=O)N)C(=O)CCCN
1350564,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)CN(CC(=O)N)C(=O)CCCN
1350565,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CCCCN)CN(CC(=O)N[C@@H](CCCCN)CN(CC(=O)N)C(=O)CCCN)C(=O)CCCN
1350566,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](C)CN(CC(=O)N[C@@H](C)CN(CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N)C(=O)CCCN)C(=O)CCCN)C(=O)CCCN)C(=O)C)C(=O)C
1350567,CC(C)C[C@@H](CN(CC(=O)N[C@@H](CCCCN)CN(CC(=O)N)C(=O)CCc1ccccc1)C(=O)CCc2ccccc2)NC(=O)CN(C[C@H](CCCCN)NC(=O)CN(C[C@H](CCCCN)NC(=O)CN(C[C@H](CC(C)C)NC(=O)CN(C[C@H](CCCCN)NC(=O)CN(C[C@@H](N)CCCCN)C(=O)CCc3ccccc3)C(=O)CCc4ccccc4)C(=O)CCc5ccccc5)C(=O)CCc6ccccc6)C(=O)CCc7ccccc7
1350568,CCOCCOc1cc(C)c(c(C)c1)c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350569,CCOCCOc1cc(C)c(c(C)c1)c2cccc(COc3ccc4[C@@H](CC(=O)O)COc4c3)c2
1350570,Cc1cc(OCC2(C)COC2)cc(C)c1c3cccc(COc4ccc5C(CC(=O)O)COc5c4)c3
1350571,Cc1cc(OCC2(C)COC2)cc(C)c1c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350572,Cc1cc(OCC2(C)COC2)cc(C)c1c3cccc(COc4ccc5[C@@H](CC(=O)O)COc5c4)c3
1350573,Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1c3cccc(COc4ccc5C(CC(=O)O)COc5c4)c3
1350574,Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350575,Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1c3cccc(COc4ccc5[C@@H](CC(=O)O)COc5c4)c3
1350576,Cc1cc(OCC2(O)CCS(=O)(=O)CC2)cc(C)c1c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350577,CCS(=O)(=O)CCOc1cc(C)c(c(C)c1)c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350578,O.Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350579,Cc1cc(OCCCN2CCCC2=O)cc(C)c1c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350580,Cl.CN1CCC(CC1)Oc2cc(C)c(c(C)c2)c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350581,Cc1nc(C)c(COc2cc(C)c(c(C)c2)c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3)s1
1350582,Cc1cc(OCc2cccc3nccn23)cc(C)c1c4cccc(COc5ccc6[C@H](CC(=O)O)COc6c5)c4
1350583,CCc1cc(OCCCS(=O)(=O)C)cc(CC)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350584,Cc1c(C)c(c(C)c(C)c1OC2CCS(=O)(=O)CC2)c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350585,Cc1c(C)c(c(C)c(C)c1OCCCS(=O)(=O)C)c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350586,Cc1cc(OC2CCS(=O)(=O)CC2)c(F)c(C)c1c3cccc(COc4ccc5[C@H](CC(=O)O)COc5c4)c3
1350587,Cc1cc(OCCCS(=O)(=O)C)c(F)c(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350588,Cc1cc(OCCCS(=O)(=O)C)c(Cl)c(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350589,Cc1c(Cl)c(OCCCS(=O)(=O)C)c(Cl)c(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350590,Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc([14CH2]Oc3ccc4[C@H](CC(=O)O)COc4c3)c2
1350591,COc1c(Br)cc(\C=C\C(=O)NCCCNCCCCNCCCN)cc1Br
1350597,COc1cc(OC)c2C(=O)OC(=C)c2c1C
1350592,COc1c(Br)cc(\C=C\C(=O)NCCCNCCCCN)cc1Br
1350593,COc1c(Br)cc(\C=C\C(=O)NCCCNCCCCNCCCNC(=O)\C=C\c2cc(Br)c(OC)c(Br)c2)cc1Br
1350594,COC1=C(Br)[C@H](O)[C@]2(CC(=NO2)C(=O)NCCCOc3c(Br)cc(CCN)cc3Br)C=C1Br
1350595,C\C=C/C(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)CC[C@]3(C)[C@]1(C)[C@]24CO4
1350596,CC1=C[C@H]2O[C@@H]3C[C@@H](O)[C@](C)([C@@]2(C)CC1)[C@]34CO4
1350618,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)n7cc(nn7)c8ccccc8)n9cc(nn9)c%10ccccc%10
1350598,COc1cc(OC)c2C(=O)OC(=C)C(=C)Oc2c1C
1350599,COc1cc(O)c2C(=O)OC(=C(CO)c2c1C)CO
1350600,COc1cc(OC)c2C(=O)OC(C)(O)c2c1C
1350601,CCC(C)C(O)C(O)Cc1ccccc1
1350602,COC1=C(C[C@@H](C)O)c2c3C(=C(OC)C(=O)c4c(O)cc5OCOc6cc(O)c(C1=O)c2c6c5c34)C[C@@H](C)O
1350603,COC1=C(C[C@@H](C)O)c2c3C(=C(OC)C(=O)c4c(O)cc5OCOc6cc(O)c(C1=O)c2c6c5c34)C[C@@H](C)OC(=O)C
1350619,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)n7cc(nn7)C(=O)OC)n8cc(nn8)C(=O)OC
1350604,COC1=C(C[C@@H](C)OC(=O)C)c2c3C(=C(OC)C(=O)c4c(O)cc5OCOc6cc(O)c(C1=O)c2c6c5c34)C[C@@H](C)OC(=O)C
1350605,CC[C@@H](C)[C@H]1O[C@H]([C@H](C)C[C@@H]1C)c2c(OC)c(c[n+]([O-])c2OC)c3ccccc3
1350606,CO[C@@H]1[C@H]2C[C@](C)(O)[C@H](O)C[C@H]2C(=O)c3c(O)cc(OC)c(O)c13
1350607,COC1=CC(=O)c2cc3[C@H](O)[C@@H](O)[C@@](C)(O)Cc3c(O)c2C1=O
1350608,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(Cl)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Cl)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C
1350609,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(Br)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Br)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C
1350610,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(I)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5I)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C
1350611,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(F)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5F)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C
1350612,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5F)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C
1350613,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(c3ccccc3)c([nH]2)c4ccc(cc4)c5ccc(cc5)c6[nH]c(nc6c7ccccc7)[C@@H]8CCCN8C(=O)[C@@H](NC(=O)OC)C(C)C
1350614,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(c3occc3)c([nH]2)c4ccc(cc4)c5ccc(cc5)c6[nH]c(nc6c7occc7)[C@@H]8CCCN8C(=O)[C@@H](NC(=O)OC)C(C)C
1350615,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c2nc(c3cccs3)c([nH]2)c4ccc(cc4)c5ccc(cc5)c6[nH]c(nc6c7cccs7)[C@@H]8CCCN8C(=O)[C@@H](NC(=O)OC)C(C)C
1350616,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@H](C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6C[C@@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350617,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350622,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C[C@H]1c2nc(Cl)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Cl)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350623,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Cl)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350624,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C[C@H]1c2nc(Br)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Br)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350625,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@H](C[C@H]1c2nc(Cl)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Cl)[C@@H]6C[C@@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350626,COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@H](C[C@H]1c2nc(Br)c([nH]2)c3ccc(cc3)c4ccc(cc4)c5[nH]c(nc5Br)[C@@H]6C[C@@H](CN6C(=O)[C@@H](NC(=O)OC)C(C)C)N=[N+]=[N-])N=[N+]=[N-]
1350627,C[C@H]1C[C@@]23[C@H](CC(C)(C)C[C@H]2C4=CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)C(=O)O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@@]14OC3=O)OC(=O)C
1350628,C[C@H]1C[C@@]23[C@H](CC(C)(C)C[C@H]2C4=CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)C(=O)O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@@]14OC3=O)O[C@@H]%10O[C@@H]([C@@H](O)[C@H](O)[C@H]%10O)C(=O)O
1350629,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C5[C@@H]6CC(C)(C)C[C@H](O)[C@]67C[C@@H](OC7=O)[C@@]45C)C2(C)C)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)[C@@H](O)[C@@H]1O
1350630,CC1(C)CC[C@]2(C=O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)C(=O)O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1
1350631,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C5[C@@H]6CC(C)(C)CC[C@]6(C=O)[C@@H](O)C[C@@]45C)C2(C)C)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H]1O
